age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded
49,Female,Urban,Mashonaland West,Secondary,Informal,3,1,0,0,0,1,High,2.3,1,1,0
18,Female,Urban,Bulawayo,Secondary,Formal,5,1,0,1,1,3,Low,2.5,1,1,0
30,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,5.3,1,1,0
35,Female,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,10.0,0,1,0
62,Female,Rural,Masvingo,Secondary,Informal,2,0,1,0,1,2,Medium,47.7,1,0,0
21,Male,Rural,Mashonaland West,Secondary,Informal,3,1,1,0,0,2,Medium,25.5,1,0,0
47,Male,Rural,Manicaland,Secondary,Informal,2,1,0,0,1,2,Medium,25.0,1,0,0
52,Female,Urban,Matabeleland South,Tertiary,Informal,4,1,1,0,1,3,Low,10.3,0,1,1
27,Female,Rural,Mashonaland East,Secondary,Unemployed,3,1,0,0,0,1,High,18.2,1,0,1
32,Female,Rural,Harare,Secondary,Informal,2,1,0,0,1,2,Medium,2.5,1,1,1
39,Female,Urban,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
18,Female,Urban,Bulawayo,Tertiary,Informal,3,1,1,1,0,3,Low,3.8,1,1,0
31,Female,Rural,Matabeleland North,Secondary,Unemployed,3,1,0,1,0,2,Medium,32.9,0,1,1
55,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,6.5,1,1,1
45,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,0,2,Medium,0.3,1,1,0
35,Female,Rural,Matabeleland North,Secondary,Informal,3,1,0,1,0,2,Medium,22.3,1,1,0
39,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.1,1,1,0
46,Male,Urban,Manicaland,Tertiary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0
48,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,0,0,0,1,High,42.0,0,0,1
30,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,1,3,Low,17.3,1,0,1
59,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,0,0
56,Female,Rural,Mashonaland East,Secondary,Informal,2,1,1,0,1,3,Low,24.9,1,1,1
47,Male,Rural,Mashonaland Central,None,Informal,1,1,0,0,0,1,High,10.5,0,0,1
26,Male,Urban,Mashonaland Central,Primary,Informal,4,1,1,0,0,2,Medium,1.8,1,1,0
23,Male,Rural,Masvingo,Tertiary,Informal,2,1,1,0,1,3,Low,31.0,0,1,1
33,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,2.6,1,1,0
38,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,3.5,1,1,0
18,Female,Rural,Mashonaland Central,None,Informal,1,1,0,0,1,2,Medium,23.3,1,0,0
44,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,1,1
56,Male,Rural,Midlands,Tertiary,Unemployed,2,1,1,0,0,2,Medium,13.9,1,1,0
46,Male,Rural,Matabeleland North,None,Informal,1,1,0,0,0,1,High,4.7,1,0,1
28,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,0.1,1,1,0
26,Female,Rural,Mashonaland East,Primary,Formal,5,1,1,1,1,4,Low,44.4,1,0,0
42,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.9,1,1,0
35,Female,Rural,Matabeleland South,Secondary,Informal,3,1,0,1,1,3,Low,27.6,1,0,1
44,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.3,1,1,0
46,Female,Rural,Masvingo,Secondary,Unemployed,3,0,0,0,0,0,High,71.5,0,0,1
53,Male,Rural,Midlands,None,Informal,1,1,1,0,0,2,Medium,17.1,0,1,0
22,Male,Urban,Harare,Tertiary,Informal,5,1,1,1,0,3,Low,2.4,1,1,0
41,Female,Rural,Matabeleland South,Secondary,Unemployed,2,1,1,1,0,3,Low,12.0,1,0,0
32,Female,Rural,Masvingo,Secondary,Unemployed,1,0,0,0,0,0,High,10.1,1,1,1
36,Male,Rural,Mashonaland Central,Secondary,Informal,2,0,1,0,1,2,Medium,64.6,0,1,1
50,Female,Rural,Manicaland,Primary,Informal,2,1,1,0,1,3,Low,85.3,1,1,1
51,Female,Rural,Masvingo,None,Unemployed,2,1,1,0,0,2,Medium,1.8,1,1,1
57,Male,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,2.5,1,1,0
43,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
36,Male,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,1.7,0,1,0
34,Male,Rural,Mashonaland West,Primary,Informal,1,1,0,0,1,2,Medium,32.4,0,0,0
18,Male,Urban,Bulawayo,Tertiary,Formal,4,1,1,1,1,4,Low,0.4,1,0,0
56,Female,Urban,Bulawayo,Tertiary,Informal,4,1,0,0,0,1,High,2.2,1,1,1
33,Male,Urban,Bulawayo,Primary,Unemployed,4,1,1,0,0,2,Medium,0.1,1,1,0
45,Female,Rural,Midlands,Secondary,Informal,1,0,1,0,1,2,Medium,5.5,1,1,1
47,Female,Urban,Harare,Secondary,Unemployed,1,1,1,1,0,3,Low,0.1,1,1,1
20,Male,Rural,Midlands,Secondary,Unemployed,1,0,0,1,0,1,High,12.6,1,0,1
25,Male,Urban,Harare,Tertiary,Informal,4,1,0,0,0,1,High,0.3,1,0,0
59,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,1,1,4,Low,51.7,0,1,1
42,Female,Urban,Manicaland,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.1,1,0,0
29,Female,Urban,Harare,Secondary,Informal,3,1,1,1,0,3,Low,1.7,0,1,0
36,Male,Rural,Mashonaland Central,Primary,Informal,1,1,0,0,0,1,High,29.5,1,0,0
53,Male,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,1.1,1,1,0
51,Male,Urban,Manicaland,Tertiary,Informal,4,1,1,1,1,4,Low,2.0,1,1,0
18,Female,Urban,Bulawayo,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.1,1,1,0
60,Female,Rural,Manicaland,Secondary,Informal,2,1,1,1,1,4,Low,27.2,1,0,0
51,Female,Rural,Mashonaland West,None,Informal,1,1,1,0,0,2,Medium,9.5,0,0,1
35,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,6.7,1,0,0
21,Male,Urban,Midlands,Tertiary,Informal,5,1,1,0,1,3,Low,0.4,1,1,0
52,Female,Rural,Manicaland,Primary,Informal,2,1,0,0,0,1,High,9.6,0,0,1
44,Male,Rural,Masvingo,Secondary,Unemployed,1,1,1,0,0,2,Medium,2.9,1,0,0
18,Female,Rural,Mashonaland West,Primary,Informal,2,1,1,0,0,2,Medium,6.9,1,0,1
34,Female,Rural,Masvingo,Secondary,Formal,4,1,1,1,1,4,Low,6.6,1,1,0
80,Female,Urban,Matabeleland South,Tertiary,Informal,4,1,1,1,0,3,Low,1.7,1,1,0
38,Male,Rural,Mashonaland East,Secondary,Formal,4,1,1,1,1,4,Low,47.1,1,1,0
27,Female,Rural,Matabeleland South,Secondary,Informal,4,1,0,0,0,1,High,22.4,1,0,1
23,Female,Rural,Mashonaland West,Primary,Informal,1,0,1,1,0,2,Medium,16.0,1,1,1
62,Male,Urban,Bulawayo,Secondary,Formal,5,1,0,1,1,3,Low,4.5,1,1,0
49,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,1,0,3,Low,1.5,1,1,0
57,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,0,2,Medium,27.7,1,1,0
41,Male,Urban,Harare,Tertiary,Informal,4,1,1,1,1,4,Low,2.2,1,1,0
55,Male,Rural,Manicaland,Secondary,Informal,2,1,1,0,0,2,Medium,6.0,1,1,0
26,Male,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,0.7,1,1,0
40,Male,Rural,Matabeleland South,Primary,Unemployed,2,0,1,0,0,1,High,1.0,1,0,0
42,Male,Rural,Mashonaland Central,Tertiary,Formal,4,1,1,1,1,4,Low,4.4,1,1,0
57,Female,Urban,Bulawayo,Secondary,Informal,5,1,0,0,1,2,Medium,0.2,1,1,0
42,Male,Urban,Manicaland,Tertiary,Informal,3,1,1,1,1,4,Low,4.6,1,1,0
29,Female,Rural,Mashonaland East,Secondary,Unemployed,3,1,1,0,0,2,Medium,9.4,0,0,0
38,Male,Rural,Mashonaland West,Tertiary,Informal,3,0,0,0,0,0,High,32.9,1,1,1
18,Male,Urban,Manicaland,Tertiary,Informal,4,1,1,0,0,2,Medium,7.2,1,1,0
18,Male,Rural,Mashonaland Central,Primary,Unemployed,2,1,0,1,0,2,Medium,6.3,0,0,1
49,Female,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,2.1,0,0,1
32,Female,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,7.0,1,0,0
34,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,0.8,1,1,0
49,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,3.8,1,1,0
57,Male,Urban,Manicaland,Secondary,Informal,3,1,0,0,1,2,Medium,5.4,1,1,1
45,Male,Urban,Midlands,Secondary,Formal,4,1,1,1,1,4,Low,1.7,1,1,0
64,Female,Urban,Harare,Secondary,Informal,2,0,1,0,0,1,High,5.9,1,1,0
45,Male,Rural,Matabeleland North,Tertiary,Formal,5,1,1,0,1,3,Low,5.8,0,1,1
42,Female,Urban,Matabeleland South,Primary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0
41,Female,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,9.9,1,0,0
20,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
51,Female,Urban,Midlands,Secondary,Informal,4,1,1,1,0,3,Low,5.9,0,1,0
18,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,1,0,3,Low,29.2,1,0,1
29,Female,Rural,Midlands,Secondary,Informal,5,0,1,0,1,2,Medium,7.4,0,0,1
38,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,3.7,1,1,0
26,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,9.6,1,1,0
31,Female,Urban,Matabeleland North,Tertiary,Informal,4,0,1,0,0,1,High,12.0,1,0,0
63,Male,Urban,Mashonaland West,Tertiary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
53,Female,Urban,Harare,Primary,Informal,2,1,1,0,0,2,Medium,0.4,1,1,1
28,Male,Urban,Harare,Tertiary,Informal,4,0,1,0,1,2,Medium,2.2,1,1,0
31,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,4.4,0,1,0
20,Female,Urban,Mashonaland West,Primary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0
47,Male,Rural,Mashonaland Central,Secondary,Informal,1,0,0,0,0,0,High,3.7,1,1,1
34,Female,Rural,Mashonaland East,Secondary,Informal,2,0,1,0,0,1,High,39.5,1,0,1
18,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,0,3,Low,1.4,1,0,0
39,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.0,1,1,0
44,Male,Urban,Midlands,Secondary,Formal,4,1,1,1,1,4,Low,2.9,1,1,0
51,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.7,1,1,0
36,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,1,1,0,0,2,Medium,28.2,1,1,1
32,Male,Rural,Mashonaland East,Primary,Unemployed,1,0,1,0,0,1,High,1.8,0,1,1
65,Female,Rural,Matabeleland South,Secondary,Informal,1,1,0,0,0,1,High,70.0,0,1,1
38,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,15.8,0,1,1
48,Male,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,0,3,Low,19.2,1,1,0
30,Female,Rural,Mashonaland East,Secondary,Unemployed,1,1,0,0,0,1,High,18.2,1,1,1
47,Female,Urban,Matabeleland North,Secondary,Informal,3,1,1,0,1,3,Low,0.2,1,1,0
18,Female,Urban,Mashonaland Central,Secondary,Informal,4,1,1,1,1,4,Low,3.3,0,1,0
31,Female,Urban,Manicaland,Secondary,Formal,5,1,0,1,1,3,Low,0.5,0,1,0
21,Male,Rural,Mashonaland West,Primary,Informal,2,1,1,0,1,3,Low,2.3,1,0,0
29,Male,Urban,Midlands,Tertiary,Informal,3,1,1,0,1,3,Low,4.4,1,1,0
55,Male,Rural,Matabeleland North,Secondary,Formal,4,1,0,1,1,3,Low,13.9,1,0,0
29,Female,Rural,Mashonaland West,None,Informal,1,1,1,1,0,3,Low,11.2,0,0,0
48,Male,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
59,Female,Urban,Masvingo,Tertiary,Informal,4,0,1,0,1,2,Medium,2.1,1,1,0
37,Male,Urban,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,2.6,1,1,0
51,Female,Urban,Mashonaland Central,Tertiary,Unemployed,4,1,1,1,0,3,Low,0.8,1,1,0
45,Female,Rural,Mashonaland West,None,Informal,2,0,0,0,0,0,High,31.5,0,1,1
39,Female,Rural,Mashonaland West,Tertiary,Informal,4,0,1,0,0,1,High,56.0,1,0,0
48,Male,Rural,Mashonaland Central,Secondary,Informal,1,1,0,0,1,2,Medium,20.6,0,1,1
63,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,19.2,1,1,0
29,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,7.8,1,1,0
24,Male,Urban,Harare,Secondary,Formal,5,1,1,1,0,3,Low,0.1,1,1,0
23,Male,Rural,Midlands,Secondary,Informal,2,1,1,0,0,2,Medium,5.0,0,1,1
51,Male,Rural,Mashonaland Central,None,Informal,1,1,0,1,1,3,Low,52.3,1,0,0
53,Female,Urban,Mashonaland West,Secondary,Informal,4,1,1,0,0,2,Medium,3.5,1,1,0
30,Male,Rural,Mashonaland East,Primary,Informal,2,1,0,0,1,2,Medium,57.6,1,0,1
18,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,5.6,0,0,1
28,Female,Rural,Manicaland,Secondary,Unemployed,3,0,1,0,0,1,High,65.5,0,0,1
45,Female,Urban,Harare,Primary,Informal,3,1,1,0,1,3,Low,2.8,0,1,1
37,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,2.1,1,1,0
40,Female,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,1.7,1,1,0
30,Male,Urban,Bulawayo,Primary,Unemployed,3,1,1,0,0,2,Medium,2.9,1,0,0
52,Female,Urban,Bulawayo,Primary,Informal,2,0,1,0,1,2,Medium,2.8,1,0,1
42,Male,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,1.1,1,0,0
46,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,4.0,1,0,0
40,Male,Rural,Manicaland,Secondary,Informal,2,0,1,0,1,2,Medium,14.9,1,0,1
45,Female,Rural,Manicaland,Secondary,Formal,2,1,1,1,0,3,Low,1.0,0,0,0
44,Male,Rural,Mashonaland Central,Secondary,Informal,3,1,1,0,1,3,Low,37.3,0,0,0
25,Female,Urban,Manicaland,Tertiary,Informal,4,0,0,0,1,1,High,0.9,1,1,1
43,Male,Urban,Bulawayo,Secondary,Informal,4,0,1,0,1,2,Medium,0.1,1,1,0
49,Male,Urban,Masvingo,Tertiary,Formal,5,1,1,0,1,3,Low,1.3,1,0,1
54,Male,Urban,Mashonaland Central,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.8,0,1,1
43,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.9,1,0,0
24,Male,Rural,Mashonaland East,Secondary,Informal,2,1,0,1,1,3,Low,15.3,0,0,1
26,Female,Rural,Harare,Primary,Informal,2,1,1,0,1,3,Low,11.4,1,0,0
31,Female,Rural,Matabeleland North,Tertiary,Informal,3,1,1,0,0,2,Medium,28.2,1,0,0
40,Male,Urban,Harare,Secondary,Informal,3,1,1,0,0,2,Medium,0.1,0,0,0
36,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,0,3,Low,2.3,1,1,0
22,Male,Urban,Midlands,Tertiary,Unemployed,4,1,1,1,0,3,Low,0.4,1,0,1
22,Male,Urban,Harare,Secondary,Unemployed,2,0,1,0,0,1,High,2.7,0,1,0
18,Male,Urban,Harare,Tertiary,Formal,5,1,0,1,1,3,Low,9.2,1,1,0
18,Female,Urban,Matabeleland South,Secondary,Informal,4,0,1,0,1,2,Medium,0.5,1,1,1
36,Male,Urban,Harare,Primary,Informal,3,1,0,0,1,2,Medium,1.5,1,0,0
70,Female,Rural,Mashonaland West,Tertiary,Unemployed,2,1,0,0,0,1,High,4.4,1,1,1
63,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,6.9,1,1,0
24,Female,Rural,Mashonaland West,Secondary,Informal,4,1,0,0,1,2,Medium,34.6,1,1,1
40,Male,Urban,Midlands,Secondary,Formal,3,1,1,1,1,4,Low,3.6,1,1,0
18,Female,Rural,Matabeleland North,None,Formal,4,1,0,1,1,3,Low,7.6,1,1,0
19,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,2.7,1,1,1
21,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.7,1,1,0
34,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,0.6,1,0,1
35,Female,Urban,Bulawayo,Tertiary,Formal,3,1,1,1,1,4,Low,5.8,1,1,1
41,Female,Rural,Mashonaland Central,None,Unemployed,1,1,1,0,0,2,Medium,62.0,0,0,1
47,Female,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,0.1,1,1,0
33,Male,Rural,Matabeleland North,Secondary,Informal,1,1,1,0,1,3,Low,16.1,1,0,0
38,Female,Urban,Masvingo,Secondary,Informal,2,1,1,0,1,3,Low,9.5,0,1,1
22,Male,Urban,Matabeleland North,Secondary,Formal,5,1,0,1,0,2,Medium,2.9,0,1,1
19,Male,Urban,Mashonaland West,Primary,Informal,1,1,0,0,1,2,Medium,4.8,1,1,0
18,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,2.0,1,1,0
47,Female,Rural,Matabeleland South,Primary,Unemployed,2,1,1,0,0,2,Medium,7.3,1,1,1
33,Female,Rural,Midlands,Secondary,Unemployed,2,1,1,0,0,2,Medium,12.0,1,0,1
18,Female,Rural,Bulawayo,Secondary,Informal,3,1,0,0,0,1,High,43.2,1,1,0
37,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0
20,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,4.2,1,1,1
61,Male,Rural,Midlands,Primary,Informal,1,1,1,0,1,3,Low,10.9,0,0,0
29,Male,Urban,Matabeleland North,Secondary,Informal,3,0,1,1,1,3,Low,7.7,0,1,0
47,Male,Urban,Mashonaland East,Tertiary,Informal,4,1,1,1,0,3,Low,0.2,1,0,1
53,Female,Urban,Harare,None,Unemployed,1,1,0,1,0,2,Medium,0.5,1,0,1
24,Male,Rural,Midlands,Primary,Informal,2,1,0,0,0,1,High,2.0,1,0,1
39,Male,Rural,Bulawayo,Secondary,Unemployed,1,1,0,0,0,1,High,4.9,1,0,1
45,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,0,2,Medium,5.5,0,0,1
39,Female,Rural,Masvingo,Tertiary,Informal,3,1,1,0,1,3,Low,31.4,1,1,1
43,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,2.4,1,1,1
19,Female,Rural,Midlands,Secondary,Informal,1,1,0,0,1,2,Medium,53.7,1,0,1
45,Male,Urban,Harare,Secondary,Formal,5,1,1,1,0,3,Low,7.5,1,1,0
31,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,1,4,Low,13.3,1,1,0
42,Female,Urban,Bulawayo,Primary,Informal,3,1,1,0,1,3,Low,3.6,1,1,0
50,Female,Rural,Bulawayo,Secondary,Informal,1,0,0,0,1,1,High,10.0,0,0,1
47,Female,Urban,Masvingo,Secondary,Unemployed,3,0,1,0,0,1,High,1.7,1,0,0
42,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,4.5,1,0,0
46,Male,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,0.6,1,0,0
47,Female,Urban,Harare,Tertiary,Informal,3,1,1,1,0,3,Low,4.6,1,1,0
58,Male,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0
37,Male,Rural,Midlands,Primary,Informal,2,1,1,0,1,3,Low,44.7,0,0,0
40,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.2,1,1,0
51,Female,Rural,Mashonaland Central,None,Informal,1,1,1,0,0,2,Medium,27.6,1,1,1
31,Female,Urban,Matabeleland South,Tertiary,Informal,5,1,1,1,1,4,Low,8.4,1,1,0
19,Female,Rural,Masvingo,Secondary,Informal,2,1,1,0,1,3,Low,41.1,0,1,1
44,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
35,Female,Rural,Mashonaland Central,Tertiary,Formal,4,1,1,1,1,4,Low,55.4,0,0,0
21,Female,Rural,Midlands,Secondary,Informal,2,1,1,0,1,3,Low,19.9,0,0,1
45,Male,Urban,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,1.6,1,1,0
58,Female,Rural,Mashonaland Central,None,Informal,1,1,1,0,0,2,Medium,14.8,0,0,1
18,Male,Urban,Harare,Primary,Formal,5,1,1,1,1,4,Low,2.5,1,1,0
52,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,11.6,1,1,0
18,Male,Rural,Mashonaland Central,Secondary,Informal,1,0,1,0,0,1,High,13.7,1,1,1
32,Female,Rural,Manicaland,None,Unemployed,1,0,0,0,0,0,High,33.1,1,0,1
63,Female,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,11.0,1,1,0
33,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,4.0,1,1,0
39,Female,Rural,Mashonaland East,Secondary,Informal,2,0,1,0,1,2,Medium,30.0,1,0,0
48,Female,Rural,Mashonaland West,Primary,Unemployed,1,1,1,0,0,2,Medium,41.7,1,1,0
18,Male,Rural,Mashonaland West,Secondary,Informal,3,1,0,0,1,2,Medium,13.9,0,1,0
39,Female,Urban,Mashonaland West,Secondary,Informal,4,1,1,1,1,4,Low,0.9,1,1,0
38,Female,Rural,Mashonaland Central,Primary,Informal,4,1,1,0,1,3,Low,12.9,1,0,1
64,Female,Urban,Masvingo,Tertiary,Unemployed,3,1,1,1,0,3,Low,0.5,1,1,0
20,Male,Rural,Midlands,Tertiary,Formal,4,1,1,1,1,4,Low,30.8,0,1,0
32,Male,Urban,Matabeleland South,Secondary,Formal,4,0,1,0,1,2,Medium,1.7,1,1,0
25,Female,Rural,Mashonaland Central,Primary,Informal,1,1,1,0,1,3,Low,4.2,0,1,1
23,Male,Urban,Harare,Secondary,Informal,4,0,1,0,0,1,High,2.1,0,1,1
53,Male,Rural,Masvingo,Secondary,Informal,3,0,0,0,1,1,High,18.0,1,0,0
38,Male,Rural,Manicaland,None,Unemployed,1,0,0,1,0,1,High,1.5,0,0,1
30,Male,Urban,Harare,Primary,Informal,2,1,1,0,0,2,Medium,7.6,1,0,0
30,Male,Rural,Manicaland,Secondary,Unemployed,1,0,0,0,0,0,High,2.5,1,0,1
30,Female,Urban,Bulawayo,Secondary,Unemployed,5,1,1,0,0,2,Medium,0.1,1,1,1
31,Female,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,0,2,Medium,5.9,1,1,0
20,Female,Urban,Harare,Tertiary,Unemployed,5,1,1,1,0,3,Low,3.8,1,0,0
34,Male,Urban,Matabeleland South,Secondary,Informal,4,1,1,0,0,2,Medium,2.1,0,1,0
32,Male,Urban,Mashonaland East,Secondary,Formal,4,1,1,1,1,4,Low,0.6,1,1,0
27,Male,Urban,Harare,Tertiary,Informal,3,1,0,0,1,2,Medium,2.9,1,1,0
40,Male,Urban,Harare,Secondary,Unemployed,2,0,1,0,0,1,High,6.5,0,1,1
41,Male,Rural,Manicaland,Secondary,Unemployed,2,1,1,0,0,2,Medium,85.1,0,0,0
30,Female,Rural,Midlands,None,Informal,1,0,0,0,1,1,High,16.0,1,0,1
35,Female,Rural,Matabeleland South,Tertiary,Formal,5,1,1,1,1,4,Low,18.4,1,1,0
68,Female,Urban,Bulawayo,Primary,Unemployed,2,1,1,0,0,2,Medium,3.4,0,1,0
67,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
23,Male,Urban,Harare,None,Informal,3,0,1,1,1,3,Low,9.8,1,1,0
25,Male,Rural,Midlands,Secondary,Informal,4,1,0,1,0,2,Medium,31.2,1,0,1
23,Male,Rural,Midlands,Secondary,Informal,1,1,0,0,0,1,High,26.2,0,1,1
52,Female,Urban,Manicaland,None,Formal,4,0,1,1,1,3,Low,0.8,1,1,0
32,Male,Rural,Mashonaland West,Secondary,Informal,1,1,1,0,1,3,Low,85.9,0,0,1
41,Female,Urban,Harare,Primary,Informal,3,0,1,1,1,3,Low,0.7,0,1,1
65,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0
37,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
47,Male,Urban,Bulawayo,Tertiary,Informal,5,1,1,0,0,2,Medium,1.5,1,1,0
45,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,45.2,0,0,0
29,Male,Rural,Midlands,Secondary,Informal,1,0,0,0,0,0,High,63.7,1,0,1
52,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.4,1,1,0
26,Female,Urban,Harare,Tertiary,Informal,2,1,1,0,1,3,Low,0.2,1,1,0
56,Female,Rural,Manicaland,Secondary,Unemployed,1,1,1,0,0,2,Medium,1.0,0,1,0
29,Female,Rural,Midlands,Primary,Informal,1,1,1,1,1,4,Low,1.9,1,0,1
31,Male,Rural,Matabeleland South,Secondary,Informal,2,1,0,0,1,2,Medium,6.0,1,0,1
22,Male,Urban,Bulawayo,Secondary,Informal,3,1,0,0,1,2,Medium,1.2,1,0,0
25,Male,Rural,Masvingo,Secondary,Informal,3,1,1,0,1,3,Low,3.2,1,1,0
32,Male,Urban,Bulawayo,Secondary,Unemployed,3,1,1,1,0,3,Low,0.1,0,1,0
18,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,97.7,0,0,1
34,Male,Urban,Harare,Secondary,Informal,5,1,0,1,1,3,Low,3.9,1,1,0
30,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,0,1,2,Medium,1.7,1,1,0
49,Male,Urban,Harare,Primary,Unemployed,2,1,1,0,0,2,Medium,0.9,1,1,0
43,Male,Urban,Bulawayo,None,Formal,4,1,1,1,1,4,Low,0.6,0,1,0
28,Female,Rural,Mashonaland East,Secondary,Informal,2,1,0,0,1,2,Medium,12.6,1,1,1
31,Male,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,45.2,0,0,0
