age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded,kyc_gap_score,demographic_score,institutional_score,feri_score,feri_band
33,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.2,1,1,0,0,0.0,0.0,0.0,Low Risk
30,Male,Rural,Mashonaland Central,None,Informal,1,0,1,1,1,3,Low,39.9,1,0,1,40,59.0,70.0,52.65,High Risk
44,Female,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0,0,10.0,0.0,3.5,Low Risk
65,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.7,1,1,0,0,18.0,0.0,6.3,Low Risk
18,Male,Rural,Mashonaland West,Tertiary,Informal,1,1,0,0,0,1,High,30.3,1,0,0,60,55.0,50.0,56.25,High Risk
69,Male,Urban,Masvingo,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,0,0,0,8.0,40.0,10.8,Low Risk
34,Male,Rural,Matabeleland South,Primary,Informal,2,0,0,0,1,1,High,8.3,1,1,1,90,46.0,25.0,61.6,High Risk
42,Male,Urban,Bulawayo,Tertiary,Informal,4,1,0,1,0,2,Medium,0.6,1,1,1,40,12.0,0.0,22.2,Low Risk
18,Female,Rural,Mashonaland West,Primary,Informal,1,0,1,1,0,2,Medium,13.8,0,0,1,50,71.0,65.0,60.35,High Risk
51,Female,Urban,Matabeleland South,Tertiary,Formal,5,1,1,1,1,4,Low,1.3,1,1,0,0,10.0,20.0,7.5,Low Risk
38,Male,Urban,Matabeleland South,Secondary,Informal,3,1,1,0,0,2,Medium,6.0,1,1,1,30,12.0,25.0,22.7,Low Risk
37,Male,Urban,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,2.4,1,1,0,0,0.0,0.0,0.0,Low Risk
18,Male,Urban,Mashonaland Central,Tertiary,Formal,5,1,1,1,1,4,Low,0.7,1,1,0,0,8.0,20.0,6.8,Low Risk
39,Male,Rural,Midlands,Secondary,Informal,3,1,1,0,1,3,Low,18.2,1,0,0,20,32.0,35.0,27.2,Moderate Risk
49,Female,Urban,Midlands,Primary,Formal,4,1,1,1,1,4,Low,5.7,1,1,0,0,16.0,5.0,6.6,Low Risk
34,Female,Urban,Harare,Tertiary,Informal,3,1,0,0,1,2,Medium,1.2,1,1,0,50,22.0,0.0,30.2,Moderate Risk
54,Female,Urban,Midlands,Tertiary,Informal,3,1,0,1,0,2,Medium,4.9,1,1,0,40,22.0,0.0,25.7,Moderate Risk
53,Male,Urban,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,5.4,0,0,0,20,20.0,55.0,27.0,Moderate Risk
29,Female,Rural,Masvingo,Secondary,Informal,3,0,1,0,0,1,High,10.8,1,1,1,70,42.0,35.0,53.2,High Risk
60,Female,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,1.9,1,1,0,40,10.0,0.0,21.5,Low Risk
38,Male,Rural,Mashonaland East,Tertiary,Formal,4,1,1,1,1,4,Low,18.6,1,1,0,0,20.0,15.0,10.0,Low Risk
38,Female,Urban,Mashonaland East,Tertiary,Unemployed,3,1,1,0,0,2,Medium,4.0,1,0,0,30,30.0,20.0,28.0,Moderate Risk
39,Female,Rural,Matabeleland North,Secondary,Informal,2,0,0,0,1,1,High,50.9,1,1,1,90,50.0,50.0,68.0,Critical Risk
38,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,1.2,1,1,0,20,22.0,0.0,16.7,Low Risk
18,Male,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,1.1,1,1,0,0,8.0,0.0,2.8,Low Risk
35,Male,Rural,Manicaland,Secondary,Unemployed,2,0,1,1,0,2,Medium,40.1,1,1,1,50,48.0,30.0,45.3,High Risk
18,Male,Rural,Mashonaland West,Secondary,Informal,1,0,0,0,0,0,High,4.2,1,0,1,100,55.0,20.0,68.25,Critical Risk
60,Male,Rural,Masvingo,Secondary,Formal,4,1,1,1,1,4,Low,6.2,1,0,0,0,20.0,45.0,16.0,Low Risk
60,Male,Urban,Bulawayo,Tertiary,Informal,3,1,1,1,1,4,Low,1.4,0,0,1,0,12.0,50.0,14.2,Low Risk
49,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,0.4,1,1,0,20,30.0,0.0,19.5,Low Risk
34,Male,Rural,Manicaland,Primary,Informal,1,1,1,0,1,3,Low,8.3,1,1,0,20,53.0,5.0,28.55,Moderate Risk
23,Male,Urban,Harare,Tertiary,Unemployed,3,1,1,1,0,3,Low,10.7,1,1,0,10,28.0,15.0,17.3,Low Risk
28,Female,Rural,Masvingo,None,Unemployed,1,0,1,0,0,1,High,7.5,0,0,1,70,77.0,75.0,73.45,Critical Risk
65,Female,Rural,Midlands,Tertiary,Informal,2,0,1,1,1,3,Low,2.9,1,0,0,40,58.0,20.0,42.3,Moderate Risk
28,Female,Rural,Matabeleland South,Tertiary,Unemployed,2,1,1,0,0,2,Medium,10.6,0,1,1,30,58.0,65.0,46.8,High Risk
18,Female,Rural,Matabeleland South,Secondary,Unemployed,2,0,0,0,0,0,High,7.1,0,0,1,100,66.0,75.0,83.1,Critical Risk
52,Male,Rural,Mashonaland East,Secondary,Informal,3,0,1,0,1,2,Medium,22.4,1,0,1,60,32.0,50.0,48.2,High Risk
59,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,6.5,1,1,0,30,12.0,5.0,18.7,Low Risk
61,Female,Urban,Masvingo,Secondary,Informal,3,1,0,0,1,2,Medium,2.8,1,0,1,50,22.0,40.0,38.2,Moderate Risk
52,Male,Rural,Mashonaland West,Secondary,Informal,1,0,0,0,1,1,High,31.1,1,0,1,90,47.0,50.0,66.95,Critical Risk
54,Male,Urban,Harare,Secondary,Informal,2,1,0,0,0,1,High,2.3,0,1,0,60,20.0,30.0,40.0,Moderate Risk
38,Male,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,2.0,1,1,0,20,12.0,0.0,13.2,Low Risk
18,Female,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,4.3,1,1,0,30,38.0,0.0,26.8,Moderate Risk
38,Male,Rural,Mashonaland East,Secondary,Informal,1,1,0,0,0,1,High,22.2,1,0,1,60,47.0,50.0,53.45,High Risk
46,Female,Rural,Harare,Secondary,Informal,2,1,1,0,0,2,Medium,8.2,1,1,0,30,50.0,5.0,32.0,Moderate Risk
36,Male,Rural,Masvingo,Secondary,Informal,2,0,1,1,0,2,Medium,4.2,1,0,1,50,40.0,40.0,44.5,Moderate Risk
35,Female,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,10.4,1,0,0,30,30.0,35.0,31.0,Moderate Risk
24,Male,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,0.1,1,1,0,50,20.0,0.0,29.5,Moderate Risk
23,Male,Urban,Mashonaland West,Tertiary,Formal,4,1,1,1,1,4,Low,3.6,1,1,0,0,8.0,0.0,2.8,Low Risk
63,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0,0,10.0,0.0,3.5,Low Risk
64,Female,Rural,Mashonaland East,Primary,Formal,4,1,1,0,1,3,Low,7.2,1,1,0,20,36.0,5.0,22.6,Low Risk
37,Male,Rural,Bulawayo,None,Informal,1,1,0,0,0,1,High,25.8,0,0,1,60,59.0,80.0,63.65,High Risk
41,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,3.6,1,1,0,0,0.0,0.0,0.0,Low Risk
24,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.7,1,1,0,20,8.0,0.0,11.8,Low Risk
46,Male,Urban,Masvingo,Secondary,Unemployed,2,1,1,1,0,3,Low,0.3,0,1,0,10,28.0,50.0,24.3,Low Risk
62,Female,Rural,Matabeleland North,None,Informal,1,1,0,0,0,1,High,95.4,0,1,1,60,69.0,80.0,67.15,Critical Risk
18,Male,Rural,Mashonaland West,None,Informal,1,1,0,0,0,1,High,19.0,1,0,1,60,67.0,35.0,57.45,High Risk
44,Female,Urban,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,3.2,1,1,0,20,22.0,20.0,20.7,Low Risk
45,Male,Rural,Mashonaland East,Secondary,Informal,3,1,1,0,1,3,Low,57.8,1,0,0,20,32.0,50.0,30.2,Moderate Risk
45,Male,Urban,Bulawayo,Primary,Informal,3,1,1,1,1,4,Low,0.6,1,1,0,0,18.0,0.0,6.3,Low Risk
60,Male,Urban,Matabeleland North,Primary,Unemployed,4,1,1,0,0,2,Medium,2.3,1,1,0,30,26.0,20.0,26.6,Moderate Risk
66,Male,Rural,Mashonaland Central,Primary,Informal,2,0,0,0,1,1,High,6.6,0,1,1,90,54.0,55.0,70.4,Critical Risk
34,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,2.8,0,1,0,20,12.0,30.0,19.2,Low Risk
47,Female,Urban,Masvingo,Tertiary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0,0,10.0,20.0,7.5,Low Risk
39,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,45.1,1,0,0,30,40.0,50.0,37.5,Moderate Risk
29,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,0.7,1,1,0,10,22.0,0.0,12.2,Low Risk
41,Male,Rural,Manicaland,Secondary,Informal,1,0,1,1,1,3,Low,1.0,1,1,1,40,47.0,0.0,34.45,Moderate Risk
47,Male,Urban,Harare,Secondary,Informal,3,1,0,1,0,2,Medium,0.9,0,1,1,40,12.0,30.0,28.2,Moderate Risk
41,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,1.2,1,1,0,0,12.0,0.0,4.2,Low Risk
25,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0,0,0.0,0.0,0.0,Low Risk
31,Female,Urban,Harare,Tertiary,Formal,4,0,1,1,1,3,Low,1.4,1,1,0,40,10.0,0.0,21.5,Low Risk
31,Female,Urban,Harare,Secondary,Informal,4,1,0,0,0,1,High,1.6,0,1,0,60,22.0,30.0,40.7,Moderate Risk
26,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.6,1,1,0,0,10.0,0.0,3.5,Low Risk
42,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,1,3,Low,1.6,1,1,0,20,57.0,0.0,28.95,Moderate Risk
43,Male,Urban,Bulawayo,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.1,1,1,0,30,28.0,0.0,23.3,Low Risk
51,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,2.5,1,1,0,30,12.0,0.0,17.7,Low Risk
25,Female,Urban,Mashonaland East,Secondary,Formal,3,1,1,1,1,4,Low,0.6,1,1,0,0,10.0,0.0,3.5,Low Risk
29,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,11.3,1,1,0,20,12.0,15.0,16.2,Low Risk
59,Male,Urban,Harare,Secondary,Informal,5,1,1,0,0,2,Medium,0.5,1,1,0,30,12.0,0.0,17.7,Low Risk
35,Female,Rural,Manicaland,Secondary,Informal,1,1,1,1,1,4,Low,5.2,0,0,1,0,57.0,55.0,30.95,Moderate Risk
38,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,1.6,1,1,0,30,30.0,0.0,24.0,Low Risk
35,Female,Rural,Midlands,Secondary,Informal,2,1,0,0,0,1,High,4.7,1,0,1,60,50.0,20.0,48.5,High Risk
53,Male,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,14.5,1,0,0,20,47.0,35.0,32.45,Moderate Risk
54,Female,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,2.9,1,1,0,0,10.0,0.0,3.5,Low Risk
53,Male,Urban,Harare,Secondary,Unemployed,4,0,0,0,0,0,High,2.3,1,1,1,100,20.0,0.0,52.0,High Risk
38,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,1,0,3,Low,0.9,0,1,0,10,20.0,30.0,17.5,Low Risk
25,Male,Rural,Mashonaland East,Primary,Unemployed,1,1,1,0,0,2,Medium,56.6,1,1,0,30,61.0,30.0,40.85,Moderate Risk
64,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,0.2,1,1,0,20,22.0,0.0,16.7,Low Risk
49,Female,Rural,Mashonaland East,Secondary,Unemployed,2,1,1,0,0,2,Medium,1.2,0,1,0,30,58.0,30.0,39.8,Moderate Risk
31,Female,Rural,Matabeleland North,Secondary,Informal,1,0,0,1,0,1,High,35.9,1,1,1,80,57.0,50.0,65.95,Critical Risk
57,Male,Rural,Mashonaland West,Primary,Unemployed,1,1,1,0,0,2,Medium,30.4,1,0,0,30,61.0,50.0,44.85,Moderate Risk
30,Male,Urban,Mashonaland West,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.3,1,0,0,30,28.0,20.0,27.3,Moderate Risk
57,Male,Rural,Midlands,Secondary,Unemployed,1,0,0,0,0,0,High,19.0,1,0,1,100,55.0,35.0,71.25,Critical Risk
58,Female,Urban,Bulawayo,Secondary,Unemployed,4,1,1,1,0,3,Low,2.1,1,1,1,10,30.0,0.0,15.0,Low Risk
25,Male,Urban,Midlands,Primary,Informal,3,1,0,0,1,2,Medium,3.1,1,1,0,50,18.0,0.0,28.8,Moderate Risk
46,Male,Urban,Harare,Secondary,Informal,3,1,1,0,0,2,Medium,1.2,0,1,0,30,12.0,30.0,23.7,Low Risk
48,Female,Rural,Mashonaland East,Primary,Informal,1,1,0,0,1,2,Medium,100.1,1,0,1,50,63.0,50.0,54.55,High Risk
74,Male,Rural,Mashonaland West,None,Unemployed,1,1,1,0,0,2,Medium,1.0,1,1,0,30,75.0,0.0,39.75,Moderate Risk
27,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,16.5,0,1,1,30,71.0,65.0,51.35,High Risk
58,Male,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,0,3,Low,1.8,1,1,0,10,12.0,0.0,8.7,Low Risk
38,Female,Rural,Masvingo,None,Informal,3,1,1,0,1,3,Low,6.1,1,1,1,20,54.0,25.0,32.9,Moderate Risk
20,Male,Urban,Masvingo,Secondary,Informal,2,1,1,0,0,2,Medium,12.3,1,1,0,30,28.0,35.0,30.3,Moderate Risk
36,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,0.8,0,0,0,30,20.0,50.0,30.5,Moderate Risk
38,Male,Rural,Matabeleland South,Secondary,Informal,3,1,1,1,1,4,Low,6.1,1,1,0,0,32.0,25.0,16.2,Low Risk
23,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,1,1,4,Low,2.7,1,1,0,0,28.0,0.0,9.8,Low Risk
42,Female,Urban,Bulawayo,None,Unemployed,1,1,1,0,0,2,Medium,4.7,0,1,1,30,57.0,30.0,39.45,Moderate Risk
51,Male,Rural,Mashonaland East,None,Unemployed,1,1,0,0,0,1,High,8.9,1,0,1,60,67.0,25.0,55.45,High Risk
41,Male,Urban,Harare,Secondary,Informal,5,1,1,0,1,3,Low,1.8,1,1,0,20,12.0,0.0,13.2,Low Risk
30,Female,Urban,Harare,Tertiary,Informal,5,0,1,0,0,1,High,2.9,1,1,0,70,22.0,0.0,39.2,Moderate Risk
35,Male,Urban,Mashonaland Central,Secondary,Informal,3,1,1,1,1,4,Low,0.1,1,0,0,0,12.0,40.0,12.2,Low Risk
37,Female,Urban,Bulawayo,Secondary,Informal,2,1,1,0,1,3,Low,4.9,1,1,0,20,30.0,0.0,19.5,Low Risk
41,Female,Rural,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,16.7,1,0,1,20,42.0,55.0,34.7,Moderate Risk
53,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,8.8,0,0,0,20,40.0,75.0,38.0,Moderate Risk
41,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,1,0,3,Low,0.1,1,1,0,10,30.0,0.0,15.0,Low Risk
18,Male,Urban,Matabeleland South,Secondary,Unemployed,2,1,1,1,0,3,Low,1.5,0,1,0,10,36.0,50.0,27.1,Moderate Risk
30,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,0,3,Low,1.6,1,1,0,10,0.0,0.0,4.5,Low Risk
40,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,1,0,0,2,Medium,32.8,1,1,0,30,55.0,50.0,42.75,Moderate Risk
53,Female,Rural,Mashonaland West,Secondary,Informal,3,1,1,0,1,3,Low,3.2,1,1,1,20,42.0,0.0,23.7,Low Risk
56,Female,Rural,Matabeleland North,Secondary,Informal,2,0,0,0,0,0,High,1.1,1,0,1,100,50.0,40.0,70.5,Critical Risk
62,Female,Urban,Harare,Secondary,Informal,5,1,1,1,0,3,Low,0.8,1,0,0,10,22.0,20.0,16.2,Low Risk
39,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0,0,10.0,0.0,3.5,Low Risk
48,Male,Urban,Midlands,Tertiary,Formal,5,1,1,1,1,4,Low,2.1,1,1,0,0,0.0,0.0,0.0,Low Risk
18,Female,Rural,Matabeleland North,Secondary,Unemployed,2,1,1,0,0,2,Medium,13.9,1,0,1,30,66.0,55.0,47.6,High Risk
44,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,1,1,4,Low,5.5,1,0,0,0,22.0,25.0,12.7,Low Risk
22,Female,Rural,Mashonaland West,Secondary,Informal,1,1,0,0,0,1,High,2.0,1,1,1,60,65.0,0.0,49.75,High Risk
37,Female,Rural,Matabeleland North,Primary,Informal,3,0,1,0,1,2,Medium,11.7,1,0,1,60,48.0,55.0,54.8,High Risk
80,Female,Urban,Harare,Secondary,Informal,5,1,0,1,0,2,Medium,0.5,1,1,1,40,30.0,0.0,28.5,Moderate Risk
42,Male,Urban,Harare,Primary,Informal,3,1,0,0,1,2,Medium,9.3,1,1,1,50,18.0,5.0,29.8,Moderate Risk
25,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.3,1,0,0,0,10.0,20.0,7.5,Low Risk
43,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,5.6,1,1,0,0,10.0,5.0,4.5,Low Risk
30,Female,Urban,Harare,Primary,Informal,4,1,0,1,0,2,Medium,0.6,1,1,1,40,28.0,0.0,27.8,Moderate Risk
24,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,0,2,Medium,33.3,1,1,1,30,48.0,50.0,40.3,Moderate Risk
67,Female,Urban,Harare,Tertiary,Unemployed,3,1,1,0,0,2,Medium,1.6,0,1,0,30,38.0,30.0,32.8,Moderate Risk
52,Male,Urban,Mashonaland West,Primary,Informal,1,1,1,0,1,3,Low,4.7,1,0,0,20,33.0,20.0,24.55,Low Risk
42,Female,Rural,Midlands,Primary,Unemployed,2,0,0,0,0,0,High,3.4,1,0,0,100,64.0,20.0,71.4,Critical Risk
32,Female,Rural,Mashonaland Central,Primary,Unemployed,2,0,0,0,0,0,High,30.7,1,0,1,100,64.0,70.0,81.4,Critical Risk
33,Male,Urban,Manicaland,Tertiary,Formal,5,1,1,1,1,4,Low,6.6,1,1,0,0,0.0,5.0,1.0,Low Risk
59,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,0,3,Low,9.4,1,0,0,10,30.0,25.0,20.0,Low Risk
42,Male,Rural,Midlands,Primary,Informal,2,1,1,0,1,3,Low,7.1,0,0,0,20,46.0,55.0,36.1,Moderate Risk
18,Female,Rural,Mashonaland West,Primary,Unemployed,1,1,1,1,0,3,Low,11.0,1,0,0,10,79.0,35.0,39.15,Moderate Risk
71,Female,Rural,Mashonaland East,Secondary,Formal,4,1,1,1,1,4,Low,15.4,1,1,0,0,38.0,15.0,16.3,Low Risk
40,Male,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,8.8,1,1,0,0,6.0,5.0,3.1,Low Risk
42,Female,Rural,Midlands,Secondary,Informal,2,0,1,0,0,1,High,19.0,0,0,0,70,50.0,65.0,62.0,High Risk
53,Male,Urban,Harare,None,Unemployed,1,1,0,0,0,1,High,0.4,1,1,1,60,47.0,0.0,43.45,Moderate Risk
44,Female,Rural,Matabeleland South,Secondary,Formal,4,1,1,1,1,4,Low,8.5,0,1,0,0,30.0,55.0,21.5,Low Risk
48,Female,Rural,Mashonaland Central,Secondary,Informal,3,0,1,0,1,2,Medium,8.5,0,0,0,60,42.0,75.0,56.7,High Risk
32,Male,Urban,Bulawayo,Tertiary,Formal,5,1,0,0,1,2,Medium,0.8,1,1,0,50,0.0,0.0,22.5,Low Risk
20,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.3,1,0,0,30,38.0,20.0,30.8,Moderate Risk
41,Female,Rural,Manicaland,Secondary,Informal,3,0,1,0,0,1,High,4.7,1,0,0,70,42.0,20.0,50.2,High Risk
58,Female,Rural,Manicaland,Secondary,Informal,4,1,1,1,0,3,Low,5.8,1,0,0,10,42.0,25.0,24.2,Low Risk
28,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.6,0,1,1,30,30.0,30.0,30.0,Moderate Risk
27,Male,Rural,Matabeleland South,Primary,Informal,2,1,0,1,1,3,Low,14.4,0,0,1,30,46.0,85.0,46.6,High Risk
55,Female,Rural,Matabeleland North,None,Unemployed,2,1,0,0,0,1,High,50.0,1,0,1,60,70.0,70.0,65.5,Critical Risk
31,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0,0,0.0,0.0,0.0,Low Risk
32,Male,Urban,Bulawayo,Secondary,Formal,3,1,1,1,1,4,Low,2.1,1,0,0,0,0.0,20.0,4.0,Low Risk
32,Female,Urban,Harare,Tertiary,Informal,3,1,1,1,1,4,Low,1.6,0,1,0,0,22.0,30.0,13.7,Low Risk
37,Male,Rural,Matabeleland North,Secondary,Informal,3,0,0,0,0,0,High,128.3,1,1,1,100,32.0,50.0,66.2,Critical Risk
18,Female,Urban,Mashonaland East,Tertiary,Informal,4,1,1,0,1,3,Low,7.4,1,0,0,20,30.0,25.0,24.5,Low Risk
30,Male,Rural,Midlands,Tertiary,Informal,4,0,0,1,1,2,Medium,26.9,0,0,1,70,32.0,80.0,58.7,High Risk
41,Female,Urban,Masvingo,Secondary,Formal,5,1,1,0,1,3,Low,1.4,1,1,0,20,10.0,20.0,16.5,Low Risk
41,Female,Rural,Mashonaland East,None,Unemployed,1,1,0,0,0,1,High,50.6,1,0,1,60,77.0,50.0,63.95,High Risk
54,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,1.3,0,1,0,20,26.0,30.0,24.1,Low Risk
63,Male,Urban,Masvingo,Tertiary,Informal,4,1,1,1,1,4,Low,0.9,1,1,0,0,12.0,20.0,8.2,Low Risk
59,Male,Rural,Manicaland,Primary,Informal,1,1,0,0,0,1,High,18.5,1,1,1,60,53.0,15.0,48.55,High Risk
50,Female,Urban,Harare,Tertiary,Unemployed,5,1,1,1,0,3,Low,1.3,0,1,0,10,30.0,30.0,21.0,Low Risk
35,Female,Urban,Harare,Primary,Informal,2,1,0,1,0,2,Medium,5.2,1,1,1,40,36.0,5.0,31.6,Moderate Risk
29,Male,Rural,Matabeleland South,Primary,Unemployed,2,1,1,1,0,3,Low,27.0,1,1,1,10,54.0,50.0,33.4,Moderate Risk
38,Female,Rural,Matabeleland North,Secondary,Unemployed,3,1,1,0,0,2,Medium,10.3,1,0,0,30,50.0,55.0,42.0,Moderate Risk
46,Male,Rural,Midlands,Secondary,Informal,3,1,0,0,0,1,High,60.7,1,0,0,60,32.0,50.0,48.2,High Risk
49,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,5.7,1,1,0,0,0.0,5.0,1.0,Low Risk
46,Male,Rural,Mashonaland East,None,Informal,1,1,0,0,1,2,Medium,1.0,0,0,1,50,59.0,50.0,53.15,High Risk
36,Male,Rural,Mashonaland East,Primary,Informal,3,0,0,0,0,0,High,1.0,1,1,1,100,38.0,0.0,58.3,High Risk
49,Female,Urban,Mashonaland East,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.5,0,1,1,30,30.0,30.0,30.0,Moderate Risk
55,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.7,1,1,0,0,10.0,0.0,3.5,Low Risk
50,Female,Rural,Midlands,Primary,Informal,1,1,0,1,1,3,Low,20.1,0,0,1,30,63.0,80.0,51.55,High Risk
37,Female,Urban,Bulawayo,Secondary,Informal,2,0,1,0,0,1,High,9.0,0,0,1,70,30.0,55.0,53.0,High Risk
26,Male,Rural,Matabeleland South,Primary,Informal,1,0,1,0,0,1,High,4.0,1,0,1,70,53.0,40.0,58.05,High Risk
25,Male,Rural,Matabeleland South,Secondary,Informal,2,0,0,0,1,1,High,14.5,1,0,1,90,40.0,55.0,65.5,Critical Risk
28,Female,Rural,Mashonaland West,Primary,Unemployed,1,0,0,0,0,0,High,32.4,1,0,1,100,71.0,50.0,79.85,Critical Risk
41,Female,Urban,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,0.2,0,1,0,20,22.0,50.0,26.7,Moderate Risk
45,Female,Urban,Harare,Primary,Unemployed,3,1,1,0,0,2,Medium,5.6,1,1,0,30,36.0,5.0,27.1,Moderate Risk
18,Female,Urban,Mashonaland East,Secondary,Informal,4,0,1,0,0,1,High,3.6,1,1,0,70,30.0,0.0,42.0,Moderate Risk
30,Female,Urban,Mashonaland West,Tertiary,Informal,4,1,1,1,1,4,Low,1.4,1,1,0,0,22.0,0.0,7.7,Low Risk
41,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,5.1,1,0,0,30,71.0,45.0,47.35,High Risk
25,Female,Rural,Mashonaland Central,Primary,Informal,1,1,0,1,1,3,Low,16.0,0,0,1,30,63.0,85.0,52.55,High Risk
44,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,2.5,1,1,0,0,10.0,0.0,3.5,Low Risk
33,Male,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,1.2,1,0,0,0,0.0,40.0,8.0,Low Risk
27,Male,Rural,Masvingo,Secondary,Informal,3,0,1,0,1,2,Medium,39.1,1,1,1,60,32.0,50.0,48.2,High Risk
38,Female,Urban,Midlands,Secondary,Informal,3,1,1,0,1,3,Low,1.2,0,1,0,20,22.0,30.0,22.7,Low Risk
43,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.9,1,1,0,0,0.0,0.0,0.0,Low Risk
26,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.7,0,1,0,0,10.0,30.0,9.5,Low Risk
34,Female,Rural,Mashonaland West,Primary,Formal,2,1,0,1,1,3,Low,6.4,0,0,1,30,44.0,55.0,39.9,Moderate Risk
44,Male,Urban,Harare,Secondary,Informal,2,1,1,1,0,3,Low,0.8,1,0,0,10,20.0,20.0,15.5,Low Risk
27,Male,Rural,Masvingo,Tertiary,Formal,3,1,1,1,1,4,Low,9.5,1,1,0,0,20.0,25.0,12.0,Low Risk
18,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,1,1,4,Low,2.8,1,1,0,0,30.0,0.0,10.5,Low Risk
18,Female,Rural,Manicaland,Primary,Unemployed,1,0,0,0,0,0,High,10.3,0,0,1,100,79.0,65.0,85.65,Critical Risk
32,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,5.9,1,0,0,20,12.0,25.0,18.2,Low Risk
